"UserID","WithdrawalID","SummaryDate","ProcessDate","ProcessTime","PayMeth","PayMethCat","CardType","Amount","Status"
37989,12604,2015-03-13,2015-03-13,"20:41:28","UKash","Voucher","Und",250,"S"
56009,12606,2015-03-13,2015-03-13,"20:45:21","Neteller","eWallet","Und",100,"S"
21286,12610,2015-03-13,2015-03-13,"20:58:44","Banktransfer","Bank Transfer","Und",29.04,"S"
56056,12612,2015-03-13,2015-03-13,"21:00:22","Banktransfer","Bank Transfer","Und",1000,"S"
28102,12613,2015-03-13,2015-03-13,"21:13:07","PayPal","eWallet","Und",500,"S"
52615,12620,2015-03-13,2015-03-13,"22:00:12","Banktransfer","Bank Transfer","Und",500,"S"
28732,12621,2015-03-13,2015-03-13,"22:05:15","VISA","EEA debit/credit card","Und",44.46323,"S"
62573,12629,2015-03-13,2015-03-13,"22:28:06","VISA","EEA debit/credit card","Und",63.5189,"S"
1793,12642,2015-03-13,2015-03-13,"22:43:45","PayPal","eWallet","Und",10,"S"
48783,12646,2015-03-13,2015-03-13,"22:46:18","PayPal","eWallet","Und",50,"S"
49409,12648,2015-03-13,2015-03-13,"22:50:59","PayPal","eWallet","Und",82,"S"
9027,12652,2015-03-13,2015-03-13,"22:54:03","PayPal","eWallet","Und",75,"S"
36091,12655,2015-03-13,2015-03-13,"22:57:53","Banktransfer","Bank Transfer","Und",81.05,"S"
53059,12663,2015-03-13,2015-03-13,"23:19:14","Banktransfer","Bank Transfer","Und",200,"S"
2372,12671,2015-03-13,2015-03-13,"23:46:59","Banktransfer","Bank Transfer","Und",102,"S"
31136,12678,2015-03-14,2015-03-14,"00:14:49","Banktransfer","Bank Transfer","Und",200,"S"
14503,12679,2015-03-14,2015-03-14,"00:17:35","Banktransfer","Bank Transfer","Und",52,"S"
11982,12680,2015-03-14,2015-03-14,"00:23:25","Banktransfer","Bank Transfer","Und",302,"S"
14462,12682,2015-03-14,2015-03-14,"00:26:43","Neteller","eWallet","Und",41.2,"R"
28486,12692,2015-03-14,2015-03-14,"01:38:57","VISA","EEA debit/credit card","Und",60,"R"
30391,12695,2015-03-14,2015-03-14,"02:14:39","Banktransfer","Bank Transfer","Und",100,"S"
11982,12701,2015-03-14,2015-03-14,"02:44:17","Banktransfer","Bank Transfer","Und",202,"S"
23258,12708,2015-03-14,2015-03-14,"04:17:58","Banktransfer","Bank Transfer","Und",20,"S"
8403,12709,2015-03-14,2015-03-14,"04:23:46","Banktransfer","Bank Transfer","Und",10,"S"
8403,12710,2015-03-14,2015-03-14,"04:23:50","Banktransfer","Bank Transfer","Und",10,"S"
23116,12717,2015-03-14,2015-03-14,"06:23:06","PayPal","eWallet","Und",60,"S"
28486,12718,2015-03-14,2015-03-14,"06:29:53","VISA","EEA debit/credit card","Und",56,"R"
43622,12719,2015-03-14,2015-03-14,"06:54:42","Banktransfer","Bank Transfer","Und",32.5,"S"
14376,12721,2015-03-14,2015-03-14,"07:30:46","PayPal","eWallet","Und",30,"S"
17252,12722,2015-03-14,2015-03-14,"08:05:50","Banktransfer","Bank Transfer","Und",50,"S"
55998,12724,2015-03-14,2015-03-14,"08:37:56","Banktransfer","Bank Transfer","Und",65,"S"
43622,12726,2015-03-14,2015-03-14,"08:57:47","PayPal","eWallet","Und",90,"S"
53370,12730,2015-03-14,2015-03-14,"09:40:31","Banktransfer","Bank Transfer","Und",100,"S"
17894,12758,2015-03-14,2015-03-14,"13:05:13","Banktransfer","Bank Transfer","Und",100,"S"
43622,12761,2015-03-14,2015-03-14,"13:27:17","Banktransfer","Bank Transfer","Und",72.5,"S"
6298,12767,2015-03-14,2015-03-14,"13:47:57","VISA","EEA debit/credit card","Und",56.46125,"S"
17894,12768,2015-03-14,2015-03-14,"13:53:15","Banktransfer","Bank Transfer","Und",70,"S"
65153,12772,2015-03-14,2015-03-14,"14:37:56","PayPal","eWallet","Und",70.57656,"S"
23258,12774,2015-03-14,2015-03-14,"14:44:40","Banktransfer","Bank Transfer","Und",20.4,"S"
23034,12776,2015-03-14,2015-03-14,"14:56:30","PayPal","eWallet","Und",180,"S"
14462,12777,2015-03-14,2015-03-14,"15:03:08","Neteller","eWallet","Und",562.7,"R"
48994,12778,2015-03-14,2015-03-14,"15:03:52","PayPal","eWallet","Und",160,"S"
4592,12780,2015-03-14,2015-03-14,"15:07:50","PayPal","eWallet","Und",41.16,"R"
41146,12789,2015-03-14,2015-03-14,"15:46:27","Banktransfer","Bank Transfer","Und",252,"S"
17894,12794,2015-03-14,2015-03-14,"16:23:27","Banktransfer","Bank Transfer","Und",60,"S"
65886,12795,2015-03-14,2015-03-14,"16:27:50","Banktransfer","Bank Transfer","Und",80,"S"
14462,12796,2015-03-14,2015-03-14,"16:39:02","Neteller","eWallet","Und",626,"S"
31676,12797,2015-03-14,2015-03-14,"16:40:45","Moneybookers","eWallet","Und",276.46506,"S"
16199,12799,2015-03-14,2015-03-14,"16:46:40","Banktransfer","Bank Transfer","Und",478.95652,"R"
43007,12800,2015-03-14,2015-03-14,"17:07:28","PayPal","eWallet","Und",200,"S"
16199,12812,2015-03-14,2015-03-14,"17:59:17","Banktransfer","Bank Transfer","Und",197.21739,"R"
35834,12818,2015-03-14,2015-03-14,"18:15:08","PayPal","eWallet","Und",350,"S"
37770,12824,2015-03-14,2015-03-14,"18:44:17","Banktransfer","Bank Transfer","Und",35,"S"
66161,12827,2015-03-14,2015-03-14,"18:57:50","Banktransfer","Bank Transfer","Und",200,"S"
53426,12830,2015-03-14,2015-03-14,"19:12:11","VISA","EEA debit/credit card","Und",30,"S"
69708,12835,2015-03-14,2015-03-14,"19:33:45","Banktransfer","Bank Transfer","Und",50,"S"
6298,12837,2015-03-14,2015-03-14,"19:40:03","VISA","EEA debit/credit card","Und",112.9225,"R"
48994,12852,2015-03-14,2015-03-14,"20:35:31","PayPal","eWallet","Und",55,"S"
32686,12853,2015-03-14,2015-03-14,"20:41:39","VISA","EEA debit/credit card","Und",20,"S"
6298,12855,2015-03-14,2015-03-14,"20:51:06","VISA","EEA debit/credit card","Und",254.07561,"R"
71334,12864,2015-03-14,2015-03-14,"21:32:48","Banktransfer","Bank Transfer","Und",17,"S"
23379,12865,2015-03-14,2015-03-14,"21:45:14","Banktransfer","Bank Transfer","Und",83.57987,"S"
11057,12868,2015-03-14,2015-03-14,"21:53:41","Banktransfer","Bank Transfer","Und",368.35,"S"
43622,12870,2015-03-14,2015-03-14,"21:56:19","PayPal","eWallet","Und",200,"R"
23428,12874,2015-03-14,2015-03-14,"22:02:10","Banktransfer","Bank Transfer","Und",152,"R"
39167,12889,2015-03-14,2015-03-14,"22:37:05","Banktransfer","Bank Transfer","Und",190,"S"
17904,12890,2015-03-14,2015-03-14,"22:38:42","Banktransfer","Bank Transfer","Und",200,"S"
48339,12898,2015-03-14,2015-03-14,"22:59:04","PayPal","eWallet","Und",300,"S"
48783,12912,2015-03-14,2015-03-14,"23:28:06","PayPal","eWallet","Und",55,"S"
48994,12914,2015-03-14,2015-03-14,"23:31:42","PayPal","eWallet","Und",280,"S"
4797,12924,2015-03-15,2015-03-15,"00:02:56","Banktransfer","Bank Transfer","Und",220,"S"
35834,12925,2015-03-15,2015-03-15,"00:04:45","PayPal","eWallet","Und",250,"S"
66438,12927,2015-03-15,2015-03-15,"00:18:07","Banktransfer","Bank Transfer","Und",32,"S"
37129,12928,2015-03-15,2015-03-15,"00:18:26","Banktransfer","Bank Transfer","Und",108.93913,"S"
33073,12933,2015-03-15,2015-03-15,"00:44:23","PayPal","eWallet","Und",418,"S"
6139,12936,2015-03-15,2015-03-15,"00:49:44","Banktransfer","Bank Transfer","Und",50,"S"
33073,12943,2015-03-15,2015-03-15,"01:23:59","PayPal","eWallet","Und",632,"S"
55187,12949,2015-03-15,2015-03-15,"02:13:52","Banktransfer","Bank Transfer","Und",80,"S"
33317,12956,2015-03-15,2015-03-15,"02:54:31","Banktransfer","Bank Transfer","Und",200,"S"
56009,12959,2015-03-15,2015-03-15,"03:46:30","Neteller","eWallet","Und",20,"S"
4592,12967,2015-03-15,2015-03-15,"08:11:07","PayPal","eWallet","Und",10.45,"R"
17894,12979,2015-03-15,2015-03-15,"09:51:37","Banktransfer","Bank Transfer","Und",31,"S"
17894,12982,2015-03-15,2015-03-15,"10:08:59","Banktransfer","Bank Transfer","Und",30,"S"
9827,12984,2015-03-15,2015-03-15,"10:17:44","Banktransfer","Bank Transfer","Und",863.40835,"R"
67872,12985,2015-03-15,2015-03-15,"10:19:33","Banktransfer","Bank Transfer","Und",1291,"S"
17894,12987,2015-03-15,2015-03-15,"10:33:19","Banktransfer","Bank Transfer","Und",53,"S"
17894,12989,2015-03-15,2015-03-15,"10:43:09","Banktransfer","Bank Transfer","Und",22,"S"
29705,12990,2015-03-15,2015-03-15,"10:46:59","Banktransfer","Bank Transfer","Und",42,"S"
17894,12992,2015-03-15,2015-03-15,"10:54:03","Banktransfer","Bank Transfer","Und",26,"S"
8574,12995,2015-03-15,2015-03-15,"11:02:19","Banktransfer","Bank Transfer","Und",17,"S"
29911,12997,2015-03-15,2015-03-15,"11:24:30","Banktransfer","Bank Transfer","Und",42,"S"
33299,13007,2015-03-15,2015-03-15,"13:22:19","Banktransfer","Bank Transfer","Und",10,"S"
43622,13014,2015-03-15,2015-03-15,"13:48:51","Banktransfer","Bank Transfer","Und",62,"S"
41102,13015,2015-03-15,2015-03-15,"13:51:16","Banktransfer","Bank Transfer","Und",100,"S"
64670,13041,2015-03-15,2015-03-15,"16:13:56","Banktransfer","Bank Transfer","Und",200,"S"
71633,13042,2015-03-15,2015-03-15,"16:30:51","Banktransfer","Bank Transfer","Und",210,"R"
14376,13073,2015-03-15,2015-03-15,"17:16:52","PayPal","eWallet","Und",20,"S"
50642,13081,2015-03-15,2015-03-15,"17:51:11","Neteller","eWallet","Und",500,"S"
59227,13083,2015-03-15,2015-03-15,"18:07:56","Banktransfer","Bank Transfer","Und",400,"S"
41050,13087,2015-03-15,2015-03-15,"18:48:47","PayPal","eWallet","Und",145,"S"
34457,13089,2015-03-15,2015-03-15,"18:52:52","Moneybookers","eWallet","Und",48.78072,"S"
20443,13091,2015-03-15,2015-03-15,"18:56:21","VISA","EEA debit/credit card","Und",42.53,"S"
56193,13106,2015-03-15,2015-03-15,"19:22:29","Banktransfer","Bank Transfer","Und",20,"S"
33073,13117,2015-03-15,2015-03-15,"19:36:47","PayPal","eWallet","Und",440,"S"
32676,13130,2015-03-15,2015-03-15,"19:51:40","PayPal","eWallet","Und",50,"S"
37989,13141,2015-03-15,2015-03-15,"20:11:43","UKash","Voucher","Und",250,"S"
55759,13157,2015-03-15,2015-03-15,"20:50:36","VISA","EEA debit/credit card","Und",49.40359,"S"
17696,13161,2015-03-15,2015-03-15,"21:01:32","PayPal","eWallet","Und",30,"S"
8403,13165,2015-03-15,2015-03-15,"21:07:21","Banktransfer","Bank Transfer","Und",450,"R"
67872,13167,2015-03-15,2015-03-15,"21:08:45","Banktransfer","Bank Transfer","Und",1000,"S"
16774,13168,2015-03-15,2015-03-15,"21:10:28","Banktransfer","Bank Transfer","Und",40,"S"
65981,13171,2015-03-15,2015-03-15,"21:14:40","VISA","EEA debit/credit card","Und",150,"S"
68222,13172,2015-03-15,2015-03-15,"21:15:25","PayPal","eWallet","Und",100,"S"
22887,13173,2015-03-15,2015-03-15,"21:19:07","Banktransfer","Bank Transfer","Und",45.78214,"S"
23379,13174,2015-03-15,2015-03-15,"21:23:11","Banktransfer","Bank Transfer","Und",73.25142,"S"
24442,13180,2015-03-15,2015-03-15,"21:35:04","Banktransfer","Bank Transfer","Und",52,"S"
11982,13181,2015-03-15,2015-03-15,"21:36:27","Banktransfer","Bank Transfer","Und",102,"S"
58730,13186,2015-03-15,2015-03-15,"21:49:47","Banktransfer","Bank Transfer","Und",150.29,"S"
43007,13194,2015-03-15,2015-03-15,"22:11:22","PayPal","eWallet","Und",200,"R"
1580,13195,2015-03-15,2015-03-15,"22:15:41","Neteller","eWallet","Und",16.01,"S"
55759,13210,2015-03-15,2015-03-15,"22:56:08","VISA","EEA debit/credit card","Und",70.57656,"R"
20888,13215,2015-03-15,2015-03-15,"23:00:49","Banktransfer","Bank Transfer","Und",1000,"S"
40560,13218,2015-03-15,2015-03-15,"23:01:46","Banktransfer","Bank Transfer","Und",60,"S"
24804,13225,2015-03-15,2015-03-15,"23:11:13","PayPal","eWallet","Und",50,"S"
49917,13229,2015-03-15,2015-03-15,"23:13:22","Banktransfer","Bank Transfer","Und",46.83,"S"
23258,13239,2015-03-15,2015-03-15,"23:38:51","Banktransfer","Bank Transfer","Und",25.54,"S"
48994,13247,2015-03-15,2015-03-15,"23:56:06","PayPal","eWallet","Und",99,"S"
49429,13254,2015-03-16,2015-03-16,"00:15:51","Banktransfer","Bank Transfer","Und",408.4,"S"
55115,13259,2015-03-16,2015-03-16,"00:26:30","Banktransfer","Bank Transfer","Und",200,"S"
29559,13261,2015-03-16,2015-03-16,"00:29:54","Banktransfer","Bank Transfer","Und",150,"S"
14915,13265,2015-03-16,2015-03-16,"00:51:46","Banktransfer","Bank Transfer","Und",20,"S"
9459,13270,2015-03-16,2015-03-16,"01:18:01","Banktransfer","Bank Transfer","Und",200,"S"
36718,13276,2015-03-16,2015-03-16,"01:55:26","PayPal","eWallet","Und",400,"S"
41466,13291,2015-03-16,2015-03-16,"07:35:25","VISA","EEA debit/credit card","Und",250,"S"
68222,13294,2015-03-16,2015-03-16,"08:04:23","PayPal","eWallet","Und",100,"S"
39167,13300,2015-03-16,2015-03-16,"08:49:48","Banktransfer","Bank Transfer","Und",50,"S"
32356,13308,2015-03-16,2015-03-16,"10:08:13","Neteller","eWallet","Und",17.82121,"S"
65981,13310,2015-03-16,2015-03-16,"10:10:15","VISA","EEA debit/credit card","Und",42,"S"
41533,13316,2015-03-16,2015-03-16,"11:01:22","Banktransfer","Bank Transfer","Und",42,"S"
56009,13318,2015-03-16,2015-03-16,"11:16:51","Neteller","eWallet","Und",25,"S"
63208,13320,2015-03-16,2015-03-16,"11:27:13","Banktransfer","Bank Transfer","Und",42,"S"
48651,13332,2015-03-16,2015-03-16,"13:16:22","PayPal","eWallet","Und",74.8,"S"
57156,13337,2015-03-16,2015-03-16,"13:35:12","VISA","EEA debit/credit card","Und",700,"S"
70917,13340,2015-03-16,2015-03-16,"13:41:26","Banktransfer","Bank Transfer","Und",300,"S"
9459,13341,2015-03-16,2015-03-16,"13:42:12","Banktransfer","Bank Transfer","Und",100,"S"
11724,13342,2015-03-16,2015-03-16,"13:43:46","Banktransfer","Bank Transfer","Und",200,"S"
48994,13351,2015-03-16,2015-03-16,"14:51:51","PayPal","eWallet","Und",230,"S"
43048,13355,2015-03-16,2015-03-16,"15:18:38","PayPal","eWallet","Und",15,"S"
52910,13357,2015-03-16,2015-03-16,"15:39:46","Banktransfer","Bank Transfer","Und",26.46,"S"
23854,13359,2015-03-16,2015-03-16,"15:49:23","Banktransfer","Bank Transfer","Und",60,"S"
30586,13365,2015-03-16,2015-03-16,"16:16:08","Banktransfer","Bank Transfer","Und",962.54646,"S"
60121,13371,2015-03-16,2015-03-16,"16:45:29","PayPal","eWallet","Und",57.53,"S"
48243,13392,2015-03-16,2015-03-16,"18:11:09","Banktransfer","Bank Transfer","Und",102,"S"
50289,13395,2015-03-16,2015-03-16,"18:20:58","Banktransfer","Bank Transfer","Und",22,"S"
48616,13401,2015-03-16,2015-03-16,"19:21:01","VISA","EEA debit/credit card","Und",100,"S"
10065,13402,2015-03-16,2015-03-16,"19:22:37","VISA","EEA debit/credit card","Und",22,"S"
40514,13413,2015-03-16,2015-03-16,"20:32:50","PayPal","eWallet","Und",75.07,"S"
36718,13418,2015-03-16,2015-03-16,"20:59:41","PayPal","eWallet","Und",100,"S"
9765,13424,2015-03-16,2015-03-16,"21:16:59","Banktransfer","Bank Transfer","Und",160,"S"
19718,13426,2015-03-16,2015-03-16,"21:24:27","VISA","EEA debit/credit card","Und",300,"S"
47994,13431,2015-03-16,2015-03-16,"21:59:12","PayPal","eWallet","Und",600,"S"
71633,13445,2015-03-16,2015-03-16,"22:54:08","Banktransfer","Bank Transfer","Und",210,"S"
17252,13448,2015-03-16,2015-03-16,"22:57:17","Banktransfer","Bank Transfer","Und",60,"S"
20443,13449,2015-03-16,2015-03-16,"23:02:18","PayPal","eWallet","Und",200,"R"
27580,13451,2015-03-16,2015-03-16,"23:10:24","VISA","EEA debit/credit card","Und",31.15304,"S"
66590,13461,2015-03-16,2015-03-16,"23:38:43","Banktransfer","Bank Transfer","Und",40,"R"
55644,13465,2015-03-17,2015-03-17,"00:05:24","Banktransfer","Bank Transfer","Und",10,"S"
48994,13467,2015-03-17,2015-03-17,"00:10:49","PayPal","eWallet","Und",170,"S"
22828,13468,2015-03-17,2015-03-17,"00:20:08","Banktransfer","Bank Transfer","Und",202,"S"
48339,13472,2015-03-17,2015-03-17,"00:46:03","PayPal","eWallet","Und",250,"S"
48339,13477,2015-03-17,2015-03-17,"01:12:02","PayPal","eWallet","Und",50,"S"
46185,13487,2015-03-17,2015-03-17,"03:18:36","Banktransfer","Bank Transfer","Und",202,"S"
32271,13501,2015-03-17,2015-03-17,"07:43:35","Banktransfer","Bank Transfer","Und",120,"S"
46954,13503,2015-03-17,2015-03-17,"07:54:09","Banktransfer","Bank Transfer","Und",300,"S"
11498,13508,2015-03-17,2015-03-17,"08:22:02","Banktransfer","Bank Transfer","Und",96,"S"
48243,13518,2015-03-17,2015-03-17,"09:58:47","Banktransfer","Bank Transfer","Und",32,"S"
9223,13519,2015-03-17,2015-03-17,"10:14:31","Banktransfer","Bank Transfer","Und",20,"S"
41533,13520,2015-03-17,2015-03-17,"10:30:25","Banktransfer","Bank Transfer","Und",132,"S"
6918,13523,2015-03-17,2015-03-17,"11:28:14","Banktransfer","Bank Transfer","Und",48.08364,"S"
21321,13524,2015-03-17,2015-03-17,"11:40:18","PayPal","eWallet","Und",100,"S"
19962,13525,2015-03-17,2015-03-17,"11:41:36","Banktransfer","Bank Transfer","Und",450,"S"
28732,13528,2015-03-17,2015-03-17,"12:24:00","VISA","EEA debit/credit card","Und",49.79566,"S"
4921,13529,2015-03-17,2015-03-17,"12:26:57","Neteller","eWallet","Und",11,"S"
50289,13530,2015-03-17,2015-03-17,"12:31:36","Banktransfer","Bank Transfer","Und",22,"S"
55488,13542,2015-03-17,2015-03-17,"13:47:18","Neteller","eWallet","Und",490.49435,"S"
8825,13550,2015-03-17,2015-03-17,"14:40:09","Banktransfer","Bank Transfer","Und",15,"S"
67697,13556,2015-03-17,2015-03-17,"15:32:51","VISA","EEA debit/credit card","Und",1002,"R"
67065,13569,2015-03-17,2015-03-17,"16:32:35","Banktransfer","Bank Transfer","Und",100,"S"
12080,13581,2015-03-17,2015-03-17,"18:17:50","Neteller","eWallet","Und",70,"S"
39851,13584,2015-03-17,2015-03-17,"18:45:30","VISA","EEA debit/credit card","Und",15,"S"
61409,13589,2015-03-17,2015-03-17,"19:13:51","Neteller","eWallet","Und",14.43,"S"
23034,13592,2015-03-17,2015-03-17,"19:24:50","PayPal","eWallet","Und",230,"S"
23258,13603,2015-03-17,2015-03-17,"20:36:03","Banktransfer","Bank Transfer","Und",20.4,"S"
33604,13609,2015-03-17,2015-03-17,"21:01:12","UKash","Voucher","Und",20,"S"
17252,13619,2015-03-17,2015-03-17,"21:48:46","Banktransfer","Bank Transfer","Und",80,"S"
40560,13635,2015-03-17,2015-03-17,"22:42:51","Banktransfer","Bank Transfer","Und",175,"S"
10065,13636,2015-03-17,2015-03-17,"22:42:57","VISA","EEA debit/credit card","Und",92,"S"
45367,13639,2015-03-17,2015-03-17,"22:44:08","Banktransfer","Bank Transfer","Und",10,"S"
32332,13642,2015-03-17,2015-03-17,"22:45:13","Banktransfer","Bank Transfer","Und",150,"S"
55272,13645,2015-03-17,2015-03-17,"22:47:20","VISA","EEA debit/credit card","Und",434.83537,"R"
37989,13646,2015-03-17,2015-03-17,"22:48:26","UKash","Voucher","Und",250,"S"
14503,13647,2015-03-17,2015-03-17,"22:48:38","Banktransfer","Bank Transfer","Und",58,"S"
48538,13649,2015-03-17,2015-03-17,"22:49:40","Banktransfer","Bank Transfer","Und",1955,"S"
67872,13651,2015-03-17,2015-03-17,"22:50:35","Banktransfer","Bank Transfer","Und",622,"S"
40578,13657,2015-03-17,2015-03-17,"23:00:21","Banktransfer","Bank Transfer","Und",60,"S"
23379,13664,2015-03-17,2015-03-17,"23:10:19","Banktransfer","Bank Transfer","Und",54.52179,"S"
45603,13668,2015-03-17,2015-03-17,"23:15:34","Banktransfer","Bank Transfer","Und",100,"S"
28670,13669,2015-03-17,2015-03-17,"23:16:08","Neteller","eWallet","Und",15.5,"S"
56009,13671,2015-03-17,2015-03-17,"23:19:14","Neteller","eWallet","Und",80,"S"
70498,13676,2015-03-17,2015-03-17,"23:37:16","Banktransfer","Bank Transfer","Und",451.71,"S"
31136,13684,2015-03-18,2015-03-18,"00:15:32","Banktransfer","Bank Transfer","Und",100,"S"
21995,13691,2015-03-18,2015-03-18,"01:28:10","PayPal","eWallet","Und",20,"S"
36718,13693,2015-03-18,2015-03-18,"01:32:06","PayPal","eWallet","Und",130,"S"
4980,13696,2015-03-18,2015-03-18,"02:08:28","PayPal","eWallet","Und",20,"S"
18772,13701,2015-03-18,2015-03-18,"02:58:53","Banktransfer","Bank Transfer","Und",150,"S"
17252,13720,2015-03-18,2015-03-18,"07:58:39","Banktransfer","Bank Transfer","Und",50,"S"
48243,13727,2015-03-18,2015-03-18,"08:53:24","Banktransfer","Bank Transfer","Und",32,"S"
24442,13731,2015-03-18,2015-03-18,"09:31:54","Banktransfer","Bank Transfer","Und",52,"S"
16977,13732,2015-03-18,2015-03-18,"09:32:25","Banktransfer","Bank Transfer","Und",70,"S"
66590,13739,2015-03-18,2015-03-18,"10:42:42","Banktransfer","Bank Transfer","Und",40,"R"
50289,13742,2015-03-18,2015-03-18,"11:31:01","Banktransfer","Bank Transfer","Und",22,"S"
48252,13748,2015-03-18,2015-03-18,"12:05:53","Banktransfer","Bank Transfer","Und",135,"S"
29919,13769,2015-03-18,2015-03-18,"14:55:01","Banktransfer","Bank Transfer","Und",35,"S"
16331,13781,2015-03-18,2015-03-18,"16:00:51","Moneybookers","eWallet","Und",45.92085,"R"
13739,13789,2015-03-18,2015-03-18,"16:28:26","Banktransfer","Bank Transfer","Und",100,"S"
29172,13792,2015-03-18,2015-03-18,"16:50:24","PayPal","eWallet","Und",10,"S"
50642,13795,2015-03-18,2015-03-18,"16:56:37","Neteller","eWallet","Und",436,"S"
48339,13801,2015-03-18,2015-03-18,"17:29:24","PayPal","eWallet","Und",100,"S"
68474,13811,2015-03-18,2015-03-18,"18:43:17","Banktransfer","Bank Transfer","Und",20,"S"
48339,13812,2015-03-18,2015-03-18,"18:47:14","PayPal","eWallet","Und",75,"S"
35834,13814,2015-03-18,2015-03-18,"19:02:16","PayPal","eWallet","Und",199.5,"S"
2372,13817,2015-03-18,2015-03-18,"19:27:54","Banktransfer","Bank Transfer","Und",22,"S"
36718,13838,2015-03-18,2015-03-18,"21:59:44","PayPal","eWallet","Und",117,"S"
19339,13842,2015-03-18,2015-03-18,"22:18:01","Banktransfer","Bank Transfer","Und",100,"S"
10169,13845,2015-03-18,2015-03-18,"22:35:45","VISA","EEA debit/credit card","Und",286.17303,"S"
40560,13848,2015-03-18,2015-03-18,"22:41:49","Banktransfer","Bank Transfer","Und",185,"S"
19221,13861,2015-03-18,2015-03-18,"22:50:24","Banktransfer","Bank Transfer","Und",100,"S"
12553,13865,2015-03-18,2015-03-18,"22:53:58","PayPal","eWallet","Und",899.04493,"S"
69499,13873,2015-03-18,2015-03-18,"23:01:39","Banktransfer","Bank Transfer","Und",290,"S"
41533,13874,2015-03-18,2015-03-18,"23:04:07","Banktransfer","Bank Transfer","Und",357.26,"S"
17252,13878,2015-03-18,2015-03-18,"23:18:10","Banktransfer","Bank Transfer","Und",180,"S"
72063,13888,2015-03-18,2015-03-18,"23:37:27","Banktransfer","Bank Transfer","Und",120,"S"
12634,13897,2015-03-18,2015-03-18,"23:57:42","PayPal","eWallet","Und",85,"S"
36718,13907,2015-03-19,2015-03-19,"01:02:39","PayPal","eWallet","Und",150,"S"
69384,13908,2015-03-19,2015-03-19,"01:11:57","Banktransfer","Bank Transfer","Und",40,"S"
35208,13914,2015-03-19,2015-03-19,"01:48:32","Banktransfer","Bank Transfer","Und",45.07,"S"
58730,13923,2015-03-19,2015-03-19,"05:42:11","Banktransfer","Bank Transfer","Und",100.51,"S"
69708,13932,2015-03-19,2015-03-19,"08:00:34","Banktransfer","Bank Transfer","Und",150,"S"
55488,13935,2015-03-19,2015-03-19,"08:29:42","Neteller","eWallet","Und",194.62248,"S"
48243,13936,2015-03-19,2015-03-19,"08:30:36","Banktransfer","Bank Transfer","Und",32,"S"
28229,13944,2015-03-19,2015-03-19,"09:32:03","Banktransfer","Bank Transfer","Und",20,"S"
24870,13946,2015-03-19,2015-03-19,"09:36:40","Banktransfer","Bank Transfer","Und",92.05803,"S"
27922,13953,2015-03-19,2015-03-19,"11:04:58","Banktransfer","Bank Transfer","Und",40,"S"
23258,13959,2015-03-19,2015-03-19,"12:12:56","Banktransfer","Bank Transfer","Und",25.5,"S"
35834,13960,2015-03-19,2015-03-19,"12:19:07","PayPal","eWallet","Und",310,"S"
44677,13965,2015-03-19,2015-03-19,"13:00:46","Banktransfer","Bank Transfer","Und",160,"S"
62834,13978,2015-03-19,2015-03-19,"15:02:37","Banktransfer","Bank Transfer","Und",55.33,"S"
23753,13989,2015-03-19,2015-03-19,"15:58:38","Banktransfer","Bank Transfer","Und",108.71993,"R"
54822,13992,2015-03-19,2015-03-19,"16:20:44","Banktransfer","Bank Transfer","Und",50,"S"
71859,13994,2015-03-19,2015-03-19,"16:24:49","Banktransfer","Bank Transfer","Und",50,"S"
23753,14000,2015-03-19,2015-03-19,"17:55:02","Banktransfer","Bank Transfer","Und",110.89409,"R"
23753,14001,2015-03-19,2015-03-19,"17:55:30","Banktransfer","Bank Transfer","Und",110.89409,"R"
23753,14002,2015-03-19,2015-03-19,"17:56:03","Banktransfer","Bank Transfer","Und",110.89409,"R"
23753,14003,2015-03-19,2015-03-19,"17:56:27","Banktransfer","Bank Transfer","Und",110.89409,"R"
23753,14004,2015-03-19,2015-03-19,"17:56:52","Banktransfer","Bank Transfer","Und",110.89409,"R"
23258,14012,2015-03-19,2015-03-19,"18:10:10","Banktransfer","Bank Transfer","Und",35,"S"
23753,14014,2015-03-19,2015-03-19,"18:15:13","Banktransfer","Bank Transfer","Und",110.89409,"R"
23753,14015,2015-03-19,2015-03-19,"18:16:44","Banktransfer","Bank Transfer","Und",50.48833,"R"
22118,14018,2015-03-19,2015-03-19,"18:23:08","PayPal","eWallet","Und",300,"S"
29919,14020,2015-03-19,2015-03-19,"18:29:20","Banktransfer","Bank Transfer","Und",40,"S"
33604,14029,2015-03-19,2015-03-19,"19:27:22","PayPal","eWallet","Und",10,"S"
60343,14037,2015-03-19,2015-03-19,"20:41:53","PayPal","eWallet","Und",7,"S"
12098,14042,2015-03-19,2015-03-19,"21:28:26","VISA","EEA debit/credit card","Und",502,"S"
35834,14044,2015-03-19,2015-03-19,"21:34:35","PayPal","eWallet","Und",200,"S"
23753,14055,2015-03-19,2015-03-19,"22:27:12","Banktransfer","Bank Transfer","Und",485.32021,"R"
40560,14067,2015-03-19,2015-03-19,"23:02:33","Banktransfer","Bank Transfer","Und",290,"S"
20999,14071,2015-03-19,2015-03-19,"23:03:57","Banktransfer","Bank Transfer","Und",177,"S"
27472,14077,2015-03-19,2015-03-19,"23:08:23","PayPal","eWallet","Und",35.82,"S"
